,id,name,light_years_from_earth,planet_mass,stellar_magnitude,discovery_date,hyperlink,planet_type,mass,planet_radius,orbital_radius,orbital_period,eccentricity
1501,1501,K2-368 c,674.0,2.42 Earths,13.581,2022,https://exoplanets.nasa.gov/exoplanet-catalog/8422/k2-368-c/,Super Earth,2.42 Earths,1.361 x Earth,Unknown,9.7 days,0.0
1502,1502,K2-368 d,674.0,4.45 Earths,13.581,2022,https://exoplanets.nasa.gov/exoplanet-catalog/8421/k2-368-d/,Super Earth,4.45 Earths,1.948 x Earth,Unknown,20.2 days,0.0
1503,1503,K2-369 b,605.0,2.28 Earths,11.789,2022,https://exoplanets.nasa.gov/exoplanet-catalog/8473/k2-369-b/,Super Earth,2.28 Earths,1.313 x Earth,Unknown,5.8 days,0.0
1504,1504,K2-36 b,358.0,3.9 Earths,11.726,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3290/k2-36-b/,Super Earth,3.9 Earths,1.43 x Earth,0.0223 AU,1.4 days,0.0
1505,1505,K2-36 c,358.0,7.8 Earths,11.726,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3291/k2-36-c/,Neptune-like,7.8 Earths,0.285 x Jupiter,0.054 AU,5.3 days,0.0
1506,1506,K2-370 b,470.0,10.4 Earths,11.109,2022,https://exoplanets.nasa.gov/exoplanet-catalog/8440/k2-370-b/,Neptune-like,10.4 Earths,0.286 x Jupiter,Unknown,2.1 days,0.0
1507,1507,K2-371 b,1444.0,Unknown,14.492,2022,https://exoplanets.nasa.gov/exoplanet-catalog/8475/k2-371-b/,Gas Giant,Unknown,1.162 x Jupiter,Unknown,3.1 days,0.0
1508,1508,K2-372 b,1513.0,8.98 Earths,13.589,2022,https://exoplanets.nasa.gov/exoplanet-catalog/8476/k2-372-b/,Neptune-like,8.98 Earths,0.263 x Jupiter,Unknown,9.8 days,0.0
1509,1509,K2-373 b,749.0,4.9 Earths,10.47,2022,https://exoplanets.nasa.gov/exoplanet-catalog/8423/k2-373-b/,Super Earth,4.9 Earths,2.061 x Earth,Unknown,11 days,0.0
1510,1510,K2-374 b,1172.0,3.16 Earths,12.783,2022,https://exoplanets.nasa.gov/exoplanet-catalog/8459/k2-374-b/,Super Earth,3.16 Earths,1.593 x Earth,Unknown,4.5 days,0.0
1511,1511,K2-374 c,1172.0,5.53 Earths,12.783,2022,https://exoplanets.nasa.gov/exoplanet-catalog/8460/k2-374-c/,Neptune-like,5.53 Earths,2.213 x Earth,Unknown,16.4 days,0.0
1512,1512,K2-375 b,2271.0,5.66 Earths,13.164,2022,https://exoplanets.nasa.gov/exoplanet-catalog/8477/k2-375-b/,Neptune-like,5.66 Earths,0.2 x Jupiter,Unknown,14.5 days,0.0
1513,1513,K2-376 b,527.0,3.66 Earths,10.415,2022,https://exoplanets.nasa.gov/exoplanet-catalog/8461/k2-376-b/,Super Earth,3.66 Earths,1.736 x Earth,Unknown,5.8 days,0.0
1514,1514,K2-377 b,637.0,3.51 Earths,14.107,2022,https://exoplanets.nasa.gov/exoplanet-catalog/8479/k2-377-b/,Super Earth,3.51 Earths,1.693 x Earth,Unknown,12.8 days,0.0
1515,1515,K2-378 b,2244.0,8.65 Earths,16.029,2022,https://exoplanets.nasa.gov/exoplanet-catalog/8478/k2-378-b/,Neptune-like,8.65 Earths,0.257 x Jupiter,Unknown,2.1 days,0.0
1516,1516,K2-379 b,594.0,5.4 Earths,13.265,2022,https://exoplanets.nasa.gov/exoplanet-catalog/8424/k2-379-b/,Neptune-like,5.4 Earths,2.181 x Earth,Unknown,8.8 days,0.0
1517,1517,K2-37 b,587.0,3.22 Earths,12.573,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3292/k2-37-b/,Super Earth,3.22 Earths,1.61 x Earth,0.0511 AU,4.4 days,0.0
1518,1518,K2-37 c,587.0,8 Earths,12.573,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3293/k2-37-c/,Neptune-like,8 Earths,0.245 x Jupiter,0.0654 AU,6.4 days,0.0
1519,1519,K2-37 d,587.0,7.9 Earths,12.573,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3294/k2-37-d/,Neptune-like,7.9 Earths,0.244 x Jupiter,0.1103 AU,14.1 days,0.0
1520,1520,K2-380 b,813.0,7.89 Earths,11.688,2022,https://exoplanets.nasa.gov/exoplanet-catalog/8425/k2-380-b/,Neptune-like,7.89 Earths,0.243 x Jupiter,Unknown,9.4 days,0.0
1521,1521,K2-381 b,475.0,1.26 Earths,12.883,2022,https://exoplanets.nasa.gov/exoplanet-catalog/8417/k2-381-b/,Super Earth,1.26 Earths,1.075 x Earth,Unknown,7.9 days,0.0
1522,1522,K2-381 c,475.0,4.66 Earths,12.883,2022,https://exoplanets.nasa.gov/exoplanet-catalog/8415/k2-381-c/,Super Earth,4.66 Earths,2.0 x Earth,Unknown,16 days,0.0
1523,1523,K2-381 d,475.0,3.5 Earths,12.883,2022,https://exoplanets.nasa.gov/exoplanet-catalog/8418/k2-381-d/,Super Earth,3.5 Earths,1.689 x Earth,Unknown,26.8 days,0.0
1524,1524,K2-382 b,908.0,4.95 Earths,12.977,2022,https://exoplanets.nasa.gov/exoplanet-catalog/8419/k2-382-b/,Super Earth,4.95 Earths,2.072 x Earth,Unknown,21.7 days,0.0
1525,1525,K2-383 b,665.0,3.07 Earths,12.689,2022,https://exoplanets.nasa.gov/exoplanet-catalog/8420/k2-383-b/,Super Earth,3.07 Earths,1.564 x Earth,Unknown,1.9 days,0.0
1526,1526,K2-384 b,270.0,1.26 Earths,16.12,2022,https://exoplanets.nasa.gov/exoplanet-catalog/8462/k2-384-b/,Super Earth,1.26 Earths,1.076 x Earth,Unknown,2.2 days,0.0
1527,1527,K2-384 c,270.0,1.82 Earths,16.12,2022,https://exoplanets.nasa.gov/exoplanet-catalog/8428/k2-384-c/,Super Earth,1.82 Earths,1.191 x Earth,Unknown,4.2 days,0.0
1528,1528,K2-384 d,270.0,2.52 Earths,16.12,2022,https://exoplanets.nasa.gov/exoplanet-catalog/8427/k2-384-d/,Super Earth,2.52 Earths,1.392 x Earth,Unknown,6.7 days,0.0
1529,1529,K2-384 e,270.0,2.37 Earths,16.12,2022,https://exoplanets.nasa.gov/exoplanet-catalog/8429/k2-384-e/,Super Earth,2.37 Earths,1.345 x Earth,Unknown,9.7 days,0.0
1530,1530,K2-384 f,270.0,5.57 Earths,16.12,2022,https://exoplanets.nasa.gov/exoplanet-catalog/8426/k2-384-f/,Neptune-like,5.57 Earths,2.222 x Earth,Unknown,13.6 days,0.0
1531,1531,K2-385 b,1373.0,2.98 Earths,14.645,2022,https://exoplanets.nasa.gov/exoplanet-catalog/8430/k2-385-b/,Super Earth,2.98 Earths,1.539 x Earth,Unknown,2.4 days,0.0
1532,1532,K2-386 b,1399.0,5.99 Earths,13.241,2022,https://exoplanets.nasa.gov/exoplanet-catalog/8431/k2-386-b/,Neptune-like,5.99 Earths,0.207 x Jupiter,Unknown,7.5 days,0.0
1533,1533,K2-387 b,869.0,0.133 Jupiters,16.147,2022,https://exoplanets.nasa.gov/exoplanet-catalog/8416/k2-387-b/,Gas Giant,0.133 Jupiters,0.653 x Jupiter,Unknown,28.7 days,0.0
1534,1534,K2-388 b,948.0,13 Earths,12.861,2022,https://exoplanets.nasa.gov/exoplanet-catalog/8434/k2-388-b/,Neptune-like,13 Earths,0.327 x Jupiter,Unknown,6.3 days,0.0
1535,1535,K2-389 b,846.0,5.41 Earths,11.827,2022,https://exoplanets.nasa.gov/exoplanet-catalog/8435/k2-389-b/,Neptune-like,5.41 Earths,2.184 x Earth,Unknown,8.6 days,0.0
1536,1536,K2-389 c,846.0,4.82 Earths,11.827,2022,https://exoplanets.nasa.gov/exoplanet-catalog/8436/k2-389-c/,Super Earth,4.82 Earths,2.04 x Earth,Unknown,20.9 days,0.0
1537,1537,K2-38 b,629.0,19.0698 Earths,11.344,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3295/k2-38-b/,Super Earth,19.0698 Earths,1.906 x Earth,0.05073 AU,4 days,0.0
1538,1538,K2-38 c,629.0,9.9 Earths,11.344,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3296/k2-38-c/,Super Earth,9.9 Earths,0.216 x Jupiter,0.0964 AU,10.6 days,0.0
1539,1539,K2-390 b,1488.0,19.6 Earths,13.611,2022,https://exoplanets.nasa.gov/exoplanet-catalog/8437/k2-390-b/,Neptune-like,19.6 Earths,0.416 x Jupiter,Unknown,3.3 days,0.0
1540,1540,K2-391 b,1657.0,2.45 Earths,12.527,2022,https://exoplanets.nasa.gov/exoplanet-catalog/8438/k2-391-b/,Super Earth,2.45 Earths,1.371 x Earth,Unknown,4.6 days,0.0
1541,1541,K2-392 b,1328.0,4.08 Earths,12.922,2022,https://exoplanets.nasa.gov/exoplanet-catalog/8439/k2-392-b/,Super Earth,4.08 Earths,1.85 x Earth,Unknown,15.4 days,0.0
1542,1542,K2-393 b,867.0,6.13 Earths,11.84,2022,https://exoplanets.nasa.gov/exoplanet-catalog/8432/k2-393-b/,Neptune-like,6.13 Earths,0.21 x Jupiter,Unknown,10.4 days,0.0
1543,1543,K2-394 b,320.0,3.51 Earths,12.768,2022,https://exoplanets.nasa.gov/exoplanet-catalog/8433/k2-394-b/,Super Earth,3.51 Earths,1.692 x Earth,Unknown,5.1 days,0.0
1544,1544,K2-395 b,935.0,7.26 Earths,15.131,2022,https://exoplanets.nasa.gov/exoplanet-catalog/8441/k2-395-b/,Neptune-like,7.26 Earths,0.232 x Jupiter,Unknown,4.8 days,0.0
1545,1545,K2-395 c,935.0,11.4 Earths,15.131,2022,https://exoplanets.nasa.gov/exoplanet-catalog/8442/k2-395-c/,Neptune-like,11.4 Earths,0.303 x Jupiter,Unknown,8.5 days,0.0
1546,1546,K2-396 b,897.0,3.12 Earths,13.32,2022,https://exoplanets.nasa.gov/exoplanet-catalog/8443/k2-396-b/,Super Earth,3.12 Earths,1.579 x Earth,Unknown,0.7 days,0.0
1547,1547,K2-396 c,897.0,9.93 Earths,13.32,2022,https://exoplanets.nasa.gov/exoplanet-catalog/8463/k2-396-c/,Neptune-like,9.93 Earths,0.279 x Jupiter,Unknown,25.8 days,0.0
1548,1548,K2-397 b,650.0,6.42 Earths,11.865,2022,https://exoplanets.nasa.gov/exoplanet-catalog/8444/k2-397-b/,Neptune-like,6.42 Earths,0.216 x Jupiter,Unknown,3.6 days,0.0
1549,1549,K2-398 b,1980.0,5.79 Earths,13.287,2022,https://exoplanets.nasa.gov/exoplanet-catalog/8445/k2-398-b/,Neptune-like,5.79 Earths,0.203 x Jupiter,Unknown,6.4 days,0.0
1550,1550,K2-398 c,1980.0,22.8 Earths,13.287,2022,https://exoplanets.nasa.gov/exoplanet-catalog/8446/k2-398-c/,Neptune-like,22.8 Earths,0.455 x Jupiter,Unknown,18.8 days,0.0
1551,1551,K2-399 b,1682.0,30.5 Earths,12.478,2022,https://exoplanets.nasa.gov/exoplanet-catalog/8447/k2-399-b/,Neptune-like,30.5 Earths,0.54 x Jupiter,Unknown,0.8 days,0.0
1552,1552,K2-39 b,1003.0,28.6047 Earths,10.831,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3272/k2-39-b/,Neptune-like,28.6047 Earths,0.56 x Jupiter,0.05708 AU,4.6 days,0.0
1553,1553,K2-3 b,144.0,6.48 Earths,12.168,2015,https://exoplanets.nasa.gov/exoplanet-catalog/6025/k2-3-b/,Super Earth,6.48 Earths,1.98 x Earth,0.074 AU,10.1 days,0.0
1554,1554,K2-3 c,144.0,2.14 Earths,12.168,2015,https://exoplanets.nasa.gov/exoplanet-catalog/1712/k2-3-c/,Super Earth,2.14 Earths,1.56 x Earth,0.1345 AU,24.6 days,0.0
1555,1555,K2-3 d,144.0,2.80007 Earths,12.168,2015,https://exoplanets.nasa.gov/exoplanet-catalog/5832/k2-3-d/,Super Earth,2.80007 Earths,1.53 x Earth,0.2097 AU,44.6 days,0.0
1556,1556,K2-400 b,203.0,1.67 Earths,15.108,2022,https://exoplanets.nasa.gov/exoplanet-catalog/8448/k2-400-b/,Super Earth,1.67 Earths,1.163 x Earth,Unknown,3.9 days,0.0
1557,1557,K2-401 b,655.0,5.74 Earths,14.014,2022,https://exoplanets.nasa.gov/exoplanet-catalog/8449/k2-401-b/,Neptune-like,5.74 Earths,0.202 x Jupiter,Unknown,6.3 days,0.0
1558,1558,K2-402 b,1706.0,7.65 Earths,13.032,2022,https://exoplanets.nasa.gov/exoplanet-catalog/8450/k2-402-b/,Neptune-like,7.65 Earths,0.239 x Jupiter,Unknown,17.3 days,0.0
1559,1559,K2-403 b,804.0,24.6 Earths,12.305,2022,https://exoplanets.nasa.gov/exoplanet-catalog/8451/k2-403-b/,Neptune-like,24.6 Earths,0.476 x Jupiter,Unknown,33.6 days,0.0
1560,1560,K2-404 b,397.0,6.94 Earths,14.622,2022,https://exoplanets.nasa.gov/exoplanet-catalog/8452/k2-404-b/,Neptune-like,6.94 Earths,0.226 x Jupiter,Unknown,13.1 days,0.0
1561,1561,K2-405 b,643.0,18.9 Earths,12.816,2022,https://exoplanets.nasa.gov/exoplanet-catalog/8453/k2-405-b/,Neptune-like,18.9 Earths,0.408 x Jupiter,Unknown,3.4 days,0.0
1562,1562,K2-406 b,278.0,19.2 Earths,9.465,2022,https://exoplanets.nasa.gov/exoplanet-catalog/8454/k2-406-b/,Neptune-like,19.2 Earths,0.411 x Jupiter,Unknown,22.5 days,0.0
1563,1563,K2-407 b,712.0,2.19 Earths,11.969,2022,https://exoplanets.nasa.gov/exoplanet-catalog/8455/k2-407-b/,Super Earth,2.19 Earths,1.283 x Earth,Unknown,4.9 days,0.0
1564,1564,K2-407 c,712.0,2.42 Earths,11.969,2022,https://exoplanets.nasa.gov/exoplanet-catalog/8456/k2-407-c/,Super Earth,2.42 Earths,1.36 x Earth,Unknown,9.2 days,0.0
1565,1565,K2-408 b,529.0,3.45 Earths,12.056,2022,https://exoplanets.nasa.gov/exoplanet-catalog/8457/k2-408-b/,Super Earth,3.45 Earths,1.677 x Earth,Unknown,21 days,0.0
1566,1566,K2-409 b,1406.0,6.72 Earths,12.902,2022,https://exoplanets.nasa.gov/exoplanet-catalog/8458/k2-409-b/,Neptune-like,6.72 Earths,0.221 x Jupiter,Unknown,1.9 days,0.0
1567,1567,K2-42 b,1295.0,5.27 Earths,15.006,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3307/k2-42-b/,Neptune-like,5.27 Earths,2.15 x Earth,0.0617 AU,6.7 days,0.0
1568,1568,K2-43 b,595.0,18.5 Earths,15.748,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3308/k2-43-b/,Neptune-like,18.5 Earths,0.402 x Jupiter,0.03784 AU,3.5 days,0.07
1569,1569,K2-43 c,595.0,6.44 Earths,15.748,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7450/k2-43-c/,Neptune-like,6.44 Earths,0.216 x Jupiter,Unknown,2.2 days,0.0
1570,1570,K2-44 b,1555.0,6.5 Earths,12.27,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3309/k2-44-b/,Neptune-like,6.5 Earths,0.217 x Jupiter,0.06 AU,5.7 days,0.0
1571,1571,K2-45 b,1616.0,36.4 Earths,15.746,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3310/k2-45-b/,Neptune-like,36.4 Earths,0.599 x Jupiter,0.0224 AU,1.7 days,0.1
1572,1572,K2-46 b,1465.0,4.86 Earths,12.144,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3311/k2-46-b/,Super Earth,4.86 Earths,2.05 x Earth,0.13821 AU,19.2 days,0.0
1573,1573,K2-47 b,1141.0,4.23 Earths,14.065,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3312/k2-47-b/,Super Earth,4.23 Earths,1.89 x Earth,0.1779 AU,31.6 days,0.0
1574,1574,K2-48 b,1023.0,5.65 Earths,14.345,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3313/k2-48-b/,Neptune-like,5.65 Earths,0.2 x Jupiter,0.1344 AU,20.5 days,0.0
1575,1575,K2-49 b,1491.0,4.38 Earths,15.668,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3314/k2-49-b/,Super Earth,4.38 Earths,1.93 x Earth,0.0309 AU,2.8 days,0.0
1576,1576,K2-4 b,756.0,5.06 Earths,14.855,2015,https://exoplanets.nasa.gov/exoplanet-catalog/4753/k2-4-b/,Neptune-like,5.06 Earths,2.1 x Earth,0.078 AU,10 days,0.08
1577,1577,K2-50 b,840.0,3.15 Earths,14.705,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3315/k2-50-b/,Super Earth,3.15 Earths,1.59 x Earth,0.0705 AU,8.8 days,0.0
1578,1578,K2-52 b,3387.0,144 Jupiters,15.93,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3317/k2-52-b/,Gas Giant,144 Jupiters,1.606 x Jupiter,0.054 AU,3.5 days,0.0
1579,1579,K2-53 b,450.0,7.27 Earths,12.634,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3318/k2-53-b/,Neptune-like,7.27 Earths,0.232 x Jupiter,0.098 AU,12.2 days,0.0
1580,1580,K2-54 b,571.0,1.6 Earths,14.542,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3319/k2-54-b/,Super Earth,1.6 Earths,1.15 x Earth,0.0671 AU,9.8 days,0.0
1581,1581,K2-55 b,520.0,14 Earths,13.519,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3320/k2-55-b/,Neptune-like,14 Earths,0.341 x Jupiter,0.03486 AU,2.8 days,0.07
1582,1582,K2-57 b,862.0,5.06 Earths,14.414,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3321/k2-57-b/,Neptune-like,5.06 Earths,2.1 x Earth,0.0746 AU,9 days,0.0
1583,1583,K2-58 b,593.0,7.65 Earths,12.415,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3322/k2-58-b/,Neptune-like,7.65 Earths,0.239 x Jupiter,0.0692 AU,7.1 days,0.0
1584,1584,K2-58 c,593.0,3.26 Earths,12.415,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3323/k2-58-c/,Super Earth,3.26 Earths,1.62 x Earth,0.035 AU,2.5 days,0.0
1585,1585,K2-58 d,593.0,3.57 Earths,12.415,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3324/k2-58-d/,Super Earth,3.57 Earths,1.71 x Earth,0.1517 AU,22.9 days,0.0
1586,1586,K2-59 b,1016.0,6.39 Earths,14.266,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3325/k2-59-b/,Neptune-like,6.39 Earths,0.215 x Jupiter,0.1354 AU,20.7 days,0.0
1587,1587,K2-59 c,1016.0,5.9 Earths,14.266,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3326/k2-59-c/,Neptune-like,5.9 Earths,0.205 x Jupiter,0.0905 AU,11.3 days,0.0
1588,1588,K2-5 b,662.0,4.31 Earths,14.974,2015,https://exoplanets.nasa.gov/exoplanet-catalog/4754/k2-5-b/,Super Earth,4.31 Earths,1.91 x Earth,0.0532 AU,5.7 days,0.0
1589,1589,K2-5 c,662.0,5.73 Earths,14.974,2015,https://exoplanets.nasa.gov/exoplanet-catalog/4755/k2-5-c/,Neptune-like,5.73 Earths,0.202 x Jupiter,0.0818 AU,10.9 days,0.0
1590,1590,K2-60 b,1604.0,0.426 Jupiters,12.857,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3327/k2-60-b/,Gas Giant,0.426 Jupiters,0.683 x Jupiter,0.045 AU,3 days,0.0
1591,1591,K2-61 b,1323.0,6.71 Earths,13.173,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3328/k2-61-b/,Neptune-like,6.71 Earths,0.221 x Jupiter,0.0392 AU,2.6 days,0.0
1592,1592,K2-62 b,367.0,5.22 Earths,12.391,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3329/k2-62-b/,Neptune-like,5.22 Earths,2.14 x Earth,0.0636 AU,6.7 days,0.0
1593,1593,K2-62 c,367.0,5.22 Earths,12.391,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3330/k2-62-c/,Neptune-like,5.22 Earths,2.14 x Earth,0.1148 AU,16.2 days,0.0
1594,1594,K2-63 b,1688.0,10.5 Earths,12.98,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3331/k2-63-b/,Neptune-like,10.5 Earths,0.287 x Jupiter,0.1627 AU,20.3 days,0.0
1595,1595,K2-63 c,1688.0,14.5 Earths,12.98,2016,https://exoplanets.nasa.gov/exoplanet-catalog/6510/k2-63-c/,Neptune-like,14.5 Earths,0.348 x Jupiter,0.189 AU,25.5 days,0.0
1596,1596,K2-64 b,1631.0,4.94 Earths,14.132,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3332/k2-64-b/,Super Earth,4.94 Earths,2.07 x Earth,0.0619 AU,6.5 days,0.0
1597,1597,K2-65 b,236.0,3.12 Earths,10.71,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3333/k2-65-b/,Super Earth,3.12 Earths,1.58 x Earth,0.1014 AU,12.6 days,0.0
1598,1598,K2-66 b,1676.0,21.3 Earths,11.71,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3334/k2-66-b/,Super Earth,21.3 Earths,0.222 x Jupiter,0.05983 AU,5.1 days,0.0
1599,1599,K2-68 b,550.0,3.12 Earths,12.987,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3336/k2-68-b/,Super Earth,3.12 Earths,1.58 x Earth,0.0708 AU,8.1 days,0.0
1600,1600,K2-69 b,589.0,5.99 Earths,16.024,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3337/k2-69-b/,Neptune-like,5.99 Earths,0.207 x Jupiter,0.0591 AU,7.1 days,0.0
1601,1601,K2-6 b,1033.0,6.8 Earths,12.66,2015,https://exoplanets.nasa.gov/exoplanet-catalog/399/k2-6-b/,Neptune-like,6.8 Earths,0.223 x Jupiter,0.1898 AU,30.9 days,0.0
1602,1602,K2-70 b,760.0,8.7 Earths,13.074,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3338/k2-70-b/,Neptune-like,8.7 Earths,0.258 x Jupiter,0.1112 AU,14 days,0.0
1603,1603,K2-71 b,500.0,5.27 Earths,16.14,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3339/k2-71-b/,Neptune-like,5.27 Earths,2.15 x Earth,0.0559 AU,7 days,0.0
1604,1604,K2-72 b,217.0,1.28 Earths,15.37,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3340/k2-72-b/,Super Earth,1.28 Earths,1.08 x Earth,0.04 AU,5.6 days,0.11
1605,1605,K2-72 c,217.0,1.65 Earths,15.37,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3341/k2-72-c/,Super Earth,1.65 Earths,1.16 x Earth,0.078 AU,15.2 days,0.11
1606,1606,K2-72 d,217.0,1.01 Earths,15.37,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3342/k2-72-d/,Super Earth,1.01 Earths,1.01 x Earth,0.05 AU,7.8 days,0.11
1607,1607,K2-72 e,217.0,2.21 Earths,15.37,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3343/k2-72-e/,Super Earth,2.21 Earths,1.29 x Earth,0.106 AU,24.2 days,0.11
1608,1608,K2-73 b,878.0,6.57 Earths,11.345,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3344/k2-73-b/,Neptune-like,6.57 Earths,0.219 x Jupiter,0.07619 AU,7.5 days,0.0
1609,1609,K2-74 b,1232.0,5.95 Earths,12.715,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3345/k2-74-b/,Neptune-like,5.95 Earths,0.206 x Jupiter,0.1402 AU,19.6 days,0.0
1610,1610,K2-75 b,1833.0,7.61 Earths,12.803,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3346/k2-75-b/,Neptune-like,7.61 Earths,0.238 x Jupiter,0.081 AU,7.8 days,0.0
1611,1611,K2-75 c,1833.0,8.1 Earths,12.803,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3347/k2-75-c/,Neptune-like,8.1 Earths,0.247 x Jupiter,0.1429 AU,18.3 days,0.0
1612,1612,K2-77 b,462.0,1.9 Jupiters,12.224,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3349/k2-77-b/,Neptune-like,1.9 Jupiters,0.205 x Jupiter,0.076 AU,8.2 days,0.14
1613,1613,K2-79 b,835.0,13.2 Earths,12.152,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3351/k2-79-b/,Neptune-like,13.2 Earths,0.329 x Jupiter,0.0987 AU,11 days,0.0
1614,1614,K2-7 b,2409.0,7.61 Earths,13.453,2015,https://exoplanets.nasa.gov/exoplanet-catalog/4756/k2-7-b/,Neptune-like,7.61 Earths,0.238 x Jupiter,0.1814 AU,28.7 days,0.0
1615,1615,K2-80 b,655.0,4.7 Earths,12.694,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3352/k2-80-b/,Super Earth,4.7 Earths,2.01 x Earth,0.135 AU,19.1 days,0.0
1616,1616,K2-80 c,655.0,2.76 Earths,12.694,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3353/k2-80-c/,Super Earth,2.76 Earths,1.47 x Earth,0.0596 AU,5.6 days,0.0
1617,1617,K2-80 d,655.0,7.04 Earths,12.694,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6191/k2-80-d/,Neptune-like,7.04 Earths,0.228 x Jupiter,Unknown,28.9 days,0.0
1618,1618,K2-81 b,823.0,4.54 Earths,14.314,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3354/k2-81-b/,Super Earth,4.54 Earths,1.97 x Earth,0.059 AU,6.1 days,0.06
1619,1619,K2-83 b,409.0,2.08 Earths,14.522,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3356/k2-83-b/,Super Earth,2.08 Earths,1.244 x Earth,0.03014 AU,2.7 days,0.07
1620,1620,K2-83 c,409.0,2.8 Earths,14.522,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3357/k2-83-c/,Super Earth,2.8 Earths,1.483 x Earth,0.07131 AU,10 days,0.06
1621,1621,K2-84 b,929.0,6.39 Earths,13.386,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3358/k2-84-b/,Neptune-like,6.39 Earths,0.215 x Jupiter,0.0665 AU,6.4 days,0.0
1622,1622,K2-84 c,929.0,4.78 Earths,13.386,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3359/k2-84-c/,Super Earth,4.78 Earths,2.03 x Earth,0.1768 AU,27.9 days,0.0
1623,1623,K2-85 b,317.0,1.87 Earths,12.416,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3360/k2-85-b/,Super Earth,1.87 Earths,1.2 x Earth,0.013 AU,0.7 days,0.24
1624,1624,K2-86 b,844.0,4.5 Earths,13.041,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3361/k2-86-b/,Super Earth,4.5 Earths,1.96 x Earth,0.077 AU,8.8 days,0.0
1625,1625,K2-87 b,1602.0,0.141 Jupiters,14.136,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3362/k2-87-b/,Gas Giant,0.141 Jupiters,0.678 x Jupiter,0.094 AU,9.7 days,0.0
1626,1626,K2-88 b,361.0,2.04 Earths,15.523,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3363/k2-88-b/,Super Earth,2.04 Earths,1.23 x Earth,0.0345 AU,4.6 days,0.26
1627,1627,K2-89 b,281.0,0.17 Earths,14.162,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3364/k2-89-b/,Terrestrial,0.17 Earths,0.615 x Earth,0.01462 AU,1.1 days,0.15
