id,name,light_years_from_earth,planet_mass,stellar_magnitude,discovery_date,hyperlink
1148,HIP 97166 b,215,20 Earths,9.92,2021,https://exoplanets.nasa.gov/exoplanet-catalog/8040/hip-97166-b/
1149,HIP 97166 c,215,9.9 Earths,9.92,2021,https://exoplanets.nasa.gov/exoplanet-catalog/8041/hip-97166-c/
1150,HIP 97233 b,334,20 Jupiters,7.34,2014,https://exoplanets.nasa.gov/exoplanet-catalog/6910/hip-97233-b/
1151,HN Pegasi b,59,21.9987 Jupiters,5.97707,2006,https://exoplanets.nasa.gov/exoplanet-catalog/7031/hn-pegasi-b/
1152,HR 2562 b,111,30 Jupiters,6.11,2016,https://exoplanets.nasa.gov/exoplanet-catalog/7229/hr-2562-b/
1153,HR 5183 b,103,3.23 Jupiters,6.33432,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7462/hr-5183-b/
1154,HR 810 b,56,2.27 Jupiters,5.4,1999,https://exoplanets.nasa.gov/exoplanet-catalog/6913/hr-810-b/
1155,HR 858 b,104,5 Earths,6.38,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7436/hr-858-b/
1156,HR 858 c,104,4.42 Earths,6.38,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7437/hr-858-c/
1157,HR 858 d,104,5.32 Earths,6.38,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7438/hr-858-d/
1158,HR 8799 b,135,7 Jupiters,5.98,2008,https://exoplanets.nasa.gov/exoplanet-catalog/6914/hr-8799-b/
1159,HR 8799 c,135,10 Jupiters,5.98,2008,https://exoplanets.nasa.gov/exoplanet-catalog/6915/hr-8799-c/
1160,HR 8799 d,135,10 Jupiters,5.98,2008,https://exoplanets.nasa.gov/exoplanet-catalog/6916/hr-8799-d/
1161,HR 8799 e,135,10 Jupiters,5.98,2010,https://exoplanets.nasa.gov/exoplanet-catalog/6917/hr-8799-e/
1162,HU Aquarii AB b,627,5.9 Jupiters,16.183,2011,https://exoplanets.nasa.gov/exoplanet-catalog/7501/hu-aquarii-ab-b/
1163,HU Aquarii AB c,627,4.5 Jupiters,16.183,2011,https://exoplanets.nasa.gov/exoplanet-catalog/7502/hu-aquarii-ab-c/
1164,HW Virginis b,560,14.48228 Jupiters,10.5,2012,https://exoplanets.nasa.gov/exoplanet-catalog/7507/hw-virginis-b/
1165,IC 4651 9122 b,2803,6.3 Jupiters,10.909,2018,https://exoplanets.nasa.gov/exoplanet-catalog/7280/ic-4651-9122-b/
1166,Iota Draconis b,102,8.82 Jupiters,3.29668,2002,https://exoplanets.nasa.gov/exoplanet-catalog/6906/iota-draconis-b/
1167,K2-100 b,616,21.8 Earths,10.651,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3499/k2-100-b/
1168,K2-101 b,614,4.66 Earths,12.892,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3500/k2-101-b/
1169,K2-102 b,614,2.24 Earths,13.083,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3501/k2-102-b/
1170,K2-104 b,617,3.86 Earths,15.989,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3502/k2-104-b/
1171,K2-105 b,646,30 Earths,11.752,2017,https://exoplanets.nasa.gov/exoplanet-catalog/3443/k2-105-b/
1172,K2-107 b,2235,0.84 Jupiters,13.012,2017,https://exoplanets.nasa.gov/exoplanet-catalog/3446/k2-107-b/
1173,K2-108 b,1557,0.18689 Jupiters,12.339,2017,https://exoplanets.nasa.gov/exoplanet-catalog/3451/k2-108-b/
1174,K2-10 b,888,27 Earths,12.429,2015,https://exoplanets.nasa.gov/exoplanet-catalog/4841/k2-10-b/
1175,K2-110 b,380,16.7 Earths,11.985,2017,https://exoplanets.nasa.gov/exoplanet-catalog/3503/k2-110-b/
1176,K2-111 b,654,5.29 Earths,11.13,2017,https://exoplanets.nasa.gov/exoplanet-catalog/3494/k2-111-b/
1177,K2-111 c,654,11.3 Earths,11.13,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7793/k2-111-c/
1178,K2-113 b,2074,1.29 Jupiters,13.744,2017,https://exoplanets.nasa.gov/exoplanet-catalog/3520/k2-113-b/
1179,K2-114 b,1552,2.01 Jupiters,14.55,2017,https://exoplanets.nasa.gov/exoplanet-catalog/3534/k2-114-b/
1180,K2-115 b,1349,0.84 Jupiters,13.444,2017,https://exoplanets.nasa.gov/exoplanet-catalog/3535/k2-115-b/
1181,K2-116 b,161,0.257 Earths,10.8,2017,https://exoplanets.nasa.gov/exoplanet-catalog/6039/k2-116-b/
1182,K2-117 b,332,4.78 Earths,14.639,2017,https://exoplanets.nasa.gov/exoplanet-catalog/6040/k2-117-b/
1183,K2-117 c,332,4.9 Earths,14.639,2017,https://exoplanets.nasa.gov/exoplanet-catalog/6029/k2-117-c/
1184,K2-118 b,1049,6.99 Earths,14,2017,https://exoplanets.nasa.gov/exoplanet-catalog/6030/k2-118-b/
1185,K2-119 b,1193,6.94 Earths,14.818,2017,https://exoplanets.nasa.gov/exoplanet-catalog/6041/k2-119-b/
1186,K2-11 b,1074,0.14 Jupiters,13.409,2015,https://exoplanets.nasa.gov/exoplanet-catalog/406/k2-11-b/
1187,K2-120 b,944,4.7 Earths,14.092,2017,https://exoplanets.nasa.gov/exoplanet-catalog/6032/k2-120-b/
1188,K2-121 b,553,0.139 Jupiters,13.229,2017,https://exoplanets.nasa.gov/exoplanet-catalog/6033/k2-121-b/
1189,K2-122 b,235,1.65 Earths,13.105,2017,https://exoplanets.nasa.gov/exoplanet-catalog/6035/k2-122-b/
1190,K2-123 b,527,8.05 Earths,14.781,2017,https://exoplanets.nasa.gov/exoplanet-catalog/6036/k2-123-b/
1191,K2-124 b,458,8.75 Earths,16.692,2017,https://exoplanets.nasa.gov/exoplanet-catalog/6042/k2-124-b/
1192,K2-125 b,405,5.39 Earths,16.4,2017,https://exoplanets.nasa.gov/exoplanet-catalog/6031/k2-125-b/
1193,K2-126 b,336,4.54 Earths,12.759,2017,https://exoplanets.nasa.gov/exoplanet-catalog/6043/k2-126-b/
1194,K2-127 b,2316,0.167 Jupiters,15.041,2017,https://exoplanets.nasa.gov/exoplanet-catalog/6044/k2-127-b/
1195,K2-128 b,374,2.6 Earths,12.58,2017,https://exoplanets.nasa.gov/exoplanet-catalog/6034/k2-128-b/
1196,K2-129 b,91,1.12 Earths,13.639,2017,https://exoplanets.nasa.gov/exoplanet-catalog/6037/k2-129-b/
1197,K2-12 b,1065,6.04 Earths,12.38,2015,https://exoplanets.nasa.gov/exoplanet-catalog/4842/k2-12-b/
1198,K2-130 b,385,2.1 Earths,12.676,2017,https://exoplanets.nasa.gov/exoplanet-catalog/6038/k2-130-b/
1199,K2-131 b,497,6.3 Earths,12.129,2017,https://exoplanets.nasa.gov/exoplanet-catalog/6047/k2-131-b/
1200,K2-132 b,1989,0.49 Jupiters,12.071,2017,https://exoplanets.nasa.gov/exoplanet-catalog/6046/k2-132-b/
1201,K2-133 b,245,2.36 Earths,14.073,2017,https://exoplanets.nasa.gov/exoplanet-catalog/6053/k2-133-b/
1202,K2-133 c,245,3.2 Earths,14.073,2017,https://exoplanets.nasa.gov/exoplanet-catalog/6054/k2-133-c/
1203,K2-133 d,245,4.67 Earths,14.073,2017,https://exoplanets.nasa.gov/exoplanet-catalog/6055/k2-133-d/
1204,K2-133 e,245,3.64 Earths,14.073,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7388/k2-133-e/
1205,K2-136 b,193,0.937 Earths,11.101,2017,https://exoplanets.nasa.gov/exoplanet-catalog/6068/k2-136-b/
1206,K2-136 c,193,8.8 Earths,11.101,2017,https://exoplanets.nasa.gov/exoplanet-catalog/6069/k2-136-c/
1207,K2-136 d,193,2.7 Earths,11.101,2017,https://exoplanets.nasa.gov/exoplanet-catalog/6070/k2-136-d/
1208,K2-137 b,323,0.5 Jupiters,15.94,2017,https://exoplanets.nasa.gov/exoplanet-catalog/6071/k2-137-b/
1209,K2-138 b,661,3.1 Earths,12.246,2017,https://exoplanets.nasa.gov/exoplanet-catalog/6148/k2-138-b/
1210,K2-138 c,661,6.31 Earths,12.246,2017,https://exoplanets.nasa.gov/exoplanet-catalog/6149/k2-138-c/
1211,K2-138 d,661,7.92 Earths,12.246,2017,https://exoplanets.nasa.gov/exoplanet-catalog/6150/k2-138-d/
1212,K2-138 e,661,12.97 Earths,12.246,2017,https://exoplanets.nasa.gov/exoplanet-catalog/6151/k2-138-e/
1213,K2-138 f,661,1.63 Earths,12.246,2017,https://exoplanets.nasa.gov/exoplanet-catalog/6152/k2-138-f/
1214,K2-138 g,661,4.32 Earths,12.246,2021,https://exoplanets.nasa.gov/exoplanet-catalog/7828/k2-138-g/
1215,K2-139 b,502,0.387 Jupiters,11.652,2017,https://exoplanets.nasa.gov/exoplanet-catalog/6132/k2-139-b/
1216,K2-13 b,1117,4.23 Earths,12.882,2015,https://exoplanets.nasa.gov/exoplanet-catalog/468/k2-13-b/
1217,K2-140 b,1135,0.93 Jupiters,12.727,2017,https://exoplanets.nasa.gov/exoplanet-catalog/6142/k2-140-b/
1218,K2-141 b,202,5.08 Earths,11.454,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6154/k2-141-b/
1219,K2-141 c,202,7.4 Earths,11.454,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6155/k2-141-c/
1220,K2-146 b,259,5.77 Earths,16.7,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6167/k2-146-b/
1221,K2-146 c,259,7.49 Earths,16.7,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7449/k2-146-c/
1222,K2-147 b,295,0.315 Earths,14.044,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6168/k2-147-b/
1223,K2-148 b,406,2.33 Earths,13.627,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6158/k2-148-b/
1224,K2-148 c,406,3.64 Earths,13.627,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6159/k2-148-c/
1225,K2-148 d,406,3.33 Earths,13.627,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6160/k2-148-d/
1226,K2-149 b,403,3.33 Earths,14.543,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6161/k2-149-b/
1227,K2-14 b,1188,20.7 Earths,15.78,2015,https://exoplanets.nasa.gov/exoplanet-catalog/4843/k2-14-b/
1228,K2-150 b,334,4.66 Earths,15.784,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6162/k2-150-b/
1229,K2-151 b,227,2.83 Earths,14.175,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6163/k2-151-b/
1230,K2-152 b,354,5.86 Earths,13.728,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6164/k2-152-b/
1231,K2-153 b,467,4.66 Earths,14.96,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6165/k2-153-b/
1232,K2-154 b,422,4.62 Earths,13.861,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6169/k2-154-b/
1233,K2-154 c,422,4.94 Earths,13.861,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6170/k2-154-c/
1234,K2-155 b,237,3.89 Earths,12.773,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6171/k2-155-b/
1235,K2-155 c,237,7.27 Earths,12.773,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6172/k2-155-c/
1236,K2-155 d,237,4.27 Earths,12.773,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6173/k2-155-d/
1237,K2-156 b,490,1.37 Earths,13.4,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6250/k2-156-b/
1238,K2-157 b,973,0.972 Earths,12.942,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6251/k2-157-b/
1239,K2-158 b,644,7.46 Earths,11.774,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6252/k2-158-b/
1240,K2-158 c,644,2.18 Earths,11.774,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6325/k2-158-c/
1241,K2-159 b,558,5.73 Earths,11.995,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6253/k2-159-b/
1242,K2-15 b,1611,6.71 Earths,14.758,2015,https://exoplanets.nasa.gov/exoplanet-catalog/4844/k2-15-b/
1243,K2-160 b,1029,10.2 Earths,12.838,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6254/k2-160-b/
1244,K2-161 b,2989,31.1 Earths,12.718,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6255/k2-161-b/
1245,K2-162 b,406,2.67 Earths,12.278,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6256/k2-162-b/
1246,K2-163 b,680,6.65 Earths,13.078,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6257/k2-163-b/
1247,K2-164 b,1225,10.6 Earths,11.352,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6258/k2-164-b/
1248,K2-165 b,439,2.17 Earths,11.332,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6259/k2-165-b/
1249,K2-165 c,439,3.03 Earths,11.332,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6260/k2-165-c/
1250,K2-165 d,439,7.5 Earths,11.332,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6261/k2-165-d/
1251,K2-166 b,1556,5.43 Earths,12.081,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6262/k2-166-b/
1252,K2-167 b,264,5.75 Earths,8.24,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6263/k2-167-b/
1253,K2-168 b,796,4.12 Earths,12.365,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6264/k2-168-b/
1254,K2-169 b,769,2.16 Earths,12.23,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6185/k2-169-b/
1255,K2-16 b,1093,4.74 Earths,14.668,2015,https://exoplanets.nasa.gov/exoplanet-catalog/4845/k2-16-b/
1256,K2-16 c,1093,6.99 Earths,14.668,2015,https://exoplanets.nasa.gov/exoplanet-catalog/411/k2-16-c/
1257,K2-170 b,1282,2.6 Earths,12.668,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6186/k2-170-b/
1258,K2-170 c,1282,3.9 Earths,12.668,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6187/k2-170-c/
1259,K2-171 b,1977,7.69 Earths,12.745,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6188/k2-171-b/
1260,K2-172 b,815,3.42 Earths,12.5,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6189/k2-172-b/
1261,K2-172 c,815,10.4 Earths,12.5,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6190/k2-172-c/
1262,K2-173 b,746,3.22 Earths,12.523,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6192/k2-173-b/
1263,K2-174 b,326,7.27 Earths,12.456,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6193/k2-174-b/
1264,K2-175 b,807,4.81 Earths,10.836,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6194/k2-175-b/
1265,K2-176 b,807,2.83 Earths,12.909,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6195/k2-176-b/
1266,K2-177 b,1605,5.13 Earths,12.681,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6196/k2-177-b/
1267,K2-178 b,701,12.4 Earths,12.382,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6197/k2-178-b/
1268,K2-179 b,622,6.86 Earths,12.939,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6198/k2-179-b/
1269,K2-17 b,408,5.6 Earths,13.411,2015,https://exoplanets.nasa.gov/exoplanet-catalog/4846/k2-17-b/
1270,K2-180 b,665,11.44182 Earths,12.557,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6199/k2-180-b/
1271,K2-181 b,1177,8.45 Earths,12.669,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6200/k2-181-b/
1272,K2-182 b,505,20 Earths,11.833,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6201/k2-182-b/
1273,K2-183 b,1073,1.37 Earths,12.867,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6202/k2-183-b/
1274,K2-183 c,1073,5.9 Earths,12.867,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6203/k2-183-c/
1275,K2-183 d,1073,5.9 Earths,12.867,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6204/k2-183-d/
1276,K2-184 b,247,2.76 Earths,10.345,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6205/k2-184-b/
1277,K2-185 b,875,1.6 Earths,12.235,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6206/k2-185-b/
1278,K2-185 c,875,6.3 Earths,12.235,2018,https://exoplanets.nasa.gov/exoplanet-catalog/7946/k2-185-c/
1279,K2-186 b,1079,10.2 Earths,12.413,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6207/k2-186-b/
1280,K2-187 b,1079,1.87 Earths,13.102,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6208/k2-187-b/
1281,K2-187 c,1079,2.54 Earths,13.102,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6209/k2-187-c/
1282,K2-187 d,1079,6.35 Earths,13.102,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6210/k2-187-d/
1283,K2-187 e,1079,4.27 Earths,13.102,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6211/k2-187-e/
1284,K2-188 b,1458,2.39 Earths,12.657,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6212/k2-188-b/
1285,K2-188 c,1458,8.4 Earths,12.657,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6213/k2-188-c/
1286,K2-189 b,790,2.92 Earths,12.398,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6214/k2-189-b/
1287,K2-189 c,790,6.8 Earths,12.398,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6215/k2-189-c/
1288,K2-18 b,124,8.92 Earths,13.477,2015,https://exoplanets.nasa.gov/exoplanet-catalog/4847/k2-18-b/
1289,K2-18 c,124,7.51 Earths,13.477,2017,https://exoplanets.nasa.gov/exoplanet-catalog/6133/k2-18-c/
1290,K2-190 b,524,2.41 Earths,11.138,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6216/k2-190-b/
1291,K2-190 c,524,1.34 Earths,11.138,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6217/k2-190-c/
1292,K2-191 b,937,3.12 Earths,13.329,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6218/k2-191-b/
1293,K2-192 b,723,2.92 Earths,12.656,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6219/k2-192-b/
1294,K2-193 b,1344,14.8 Earths,13.341,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6220/k2-193-b/
1295,K2-194 b,2053,12.9 Earths,12.998,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6221/k2-194-b/
1296,K2-195 b,1028,9.96 Earths,12.524,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6222/k2-195-b/
1297,K2-195 c,1028,7.16 Earths,12.524,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6223/k2-195-c/
1298,K2-196 b,1908,12.6 Earths,12.241,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6224/k2-196-b/
1299,K2-197 b,808,7.08 Earths,12.199,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6225/k2-197-b/
1300,K2-198 b,361,16.3 Earths,10.971,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6226/k2-198-b/
1301,K2-198 c,361,2.61 Earths,10.971,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7451/k2-198-c/
1302,K2-198 d,361,6.52 Earths,10.971,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7452/k2-198-d/
1303,K2-199 b,351,6.9 Earths,12.358,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6227/k2-199-b/
1304,K2-199 c,351,12.4 Earths,12.358,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6228/k2-199-c/
1305,K2-19 b,945,32.4 Earths,13.024,2015,https://exoplanets.nasa.gov/exoplanet-catalog/4759/k2-19-b/
1306,K2-19 c,945,10.8 Earths,13.024,2015,https://exoplanets.nasa.gov/exoplanet-catalog/4840/k2-19-c/
1307,K2-19 d,945,10 Earths,13.024,2016,https://exoplanets.nasa.gov/exoplanet-catalog/4666/k2-19-d/
1308,K2-200 b,601,2.43 Earths,12.428,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6229/k2-200-b/
1309,K2-201 b,646,2.54 Earths,12.168,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6230/k2-201-b/
1310,K2-201 c,646,10.8 Earths,12.168,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6231/k2-201-c/
1311,K2-202 b,980,5.91 Earths,13.354,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6232/k2-202-b/
1312,K2-203 b,542,2.45 Earths,12.391,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6233/k2-203-b/
1313,K2-204 b,1883,9.51 Earths,12.985,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6234/k2-204-b/
1314,K2-205 b,1322,4.64 Earths,12.45,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6235/k2-205-b/
1315,K2-206 b,797,8.22 Earths,13.084,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6236/k2-206-b/
1316,K2-207 b,1184,7.3 Earths,13.175,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6237/k2-207-b/
1317,K2-208 b,838,3.46 Earths,12.577,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6238/k2-208-b/
1318,K2-209 b,250,0.586 Earths,11.061,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6239/k2-209-b/
1319,K2-210 b,576,0.566 Earths,11.535,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6240/k2-210-b/
1320,K2-211 b,888,2.24 Earths,13.1547,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6241/k2-211-b/
1321,K2-212 b,356,6.9 Earths,12.977,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6242/k2-212-b/
1322,K2-213 b,1271,2.9 Earths,11.803,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6243/k2-213-b/
1323,K2-214 b,981,6.48 Earths,11.806,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6244/k2-214-b/
1324,K2-215 b,1318,5.16 Earths,12.99,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6245/k2-215-b/
1325,K2-216 b,377,8 Earths,12.403,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6246/k2-216-b/
1326,K2-217 b,1246,12.5 Earths,12.264,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6247/k2-217-b/
1327,K2-218 b,1285,7.13 Earths,12.92,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6248/k2-218-b/
1328,K2-219 b,1061,2.38 Earths,12.09,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6249/k2-219-b/
1329,K2-219 c,1061,2.66 Earths,12.09,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6265/k2-219-c/
1330,K2-219 d,1061,7.16 Earths,12.09,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6266/k2-219-d/
1331,K2-21 b,273,4.04 Earths,12.851,2015,https://exoplanets.nasa.gov/exoplanet-catalog/5211/k2-21-b/
1332,K2-21 c,273,6.76 Earths,12.851,2015,https://exoplanets.nasa.gov/exoplanet-catalog/5212/k2-21-c/
1333,K2-220 b,762,6.3 Earths,11.873,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6267/k2-220-b/
1334,K2-221 b,1040,3.46 Earths,12.571,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6268/k2-221-b/
1335,K2-222 b,331,6.3 Earths,9.543,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6269/k2-222-b/
1336,K2-223 b,648,0.64 Earths,11.443,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6175/k2-223-b/
1337,K2-223 c,648,2.86 Earths,11.443,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6176/k2-223-c/
1338,K2-224 b,898,3.05 Earths,12.7,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6177/k2-224-b/
1339,K2-224 c,898,6.39 Earths,12.7,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6333/k2-224-c/
1340,K2-225 b,1167,12 Earths,11.836,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6178/k2-225-b/
1341,K2-226 b,689,2.99 Earths,12.337,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6179/k2-226-b/
1342,K2-227 b,611,3.41 Earths,12.015,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6180/k2-227-b/
1343,K2-228 b,422,1.92 Earths,13.028,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6181/k2-228-b/
1344,K2-229 b,335,2.49 Earths,10.985,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6182/k2-229-b/
1345,K2-229 c,335,21.3 Earths,10.985,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6183/k2-229-c/
1346,K2-22 b,795,1.4 Jupiters,15.565,2015,https://exoplanets.nasa.gov/exoplanet-catalog/6016/k2-22-b/
1347,K2-230 b,1764,4.5 Earths,12.789,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6184/k2-230-b/
1348,K2-231 b,1048,6.8 Earths,12.768,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6281/k2-231-b/
1349,K2-232 b,426,0.398 Jupiters,9.822,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6280/k2-232-b/
1350,K2-233 b,220,11.26 Earths,10.883,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6294/k2-233-b/
1351,K2-233 c,220,12.81 Earths,10.883,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6289/k2-233-c/
1352,K2-233 d,220,21.14 Earths,10.883,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6290/k2-233-d/
1353,K2-237 b,1028,1.363 Jupiters,11.602,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6347/k2-237-b/
1354,K2-238 b,1755,0.86 Jupiters,13.973,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6348/k2-238-b/
1355,K2-239 b,101,1.37 Earths,14.632,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6313/k2-239-b/
1356,K2-239 c,101,0.972 Earths,14.632,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6314/k2-239-c/
1357,K2-239 d,101,1.37 Earths,14.632,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6315/k2-239-d/
1358,K2-240 b,238,4.66 Earths,13.372,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6316/k2-240-b/
1359,K2-240 c,238,3.89 Earths,13.372,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6317/k2-240-c/
1360,K2-241 b,488,7.04 Earths,11.97,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6323/k2-241-b/
1361,K2-242 b,356,6.99 Earths,16.414,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6324/k2-242-b/
1362,K2-243 b,871,5.35 Earths,10.971,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6326/k2-243-b/
1363,K2-243 c,871,4.7 Earths,10.971,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6327/k2-243-c/
1364,K2-244 b,694,3.71 Earths,11.78,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6328/k2-244-b/
1365,K2-245 b,1488,17.4 Earths,12.755,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6329/k2-245-b/
1366,K2-246 b,2295,12 Earths,14.792,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6330/k2-246-b/
